# temperatura, humedad relativa, hora -> hcb
(45, 60, 0) -> 8
(45, 60, 1) -> 8
(45, 60, 2) -> 8
(45, 60, 3) -> 8
(45, 60, 4) -> 8
(45, 60, 5) -> 8
(45, 60, 6) -> 8
(45, 60, 7) -> 8
(45, 60, 8) -> 8
(45, 60, 9) -> 8
(45, 60, 10) -> 8
(45, 60, 11) -> 8
(45, 60, 12) -> 8
(45, 60, 13) -> 8
(45, 60, 14) -> 8
(45, 60, 15) -> 8
(45, 60, 16) -> 8
(45, 60, 17) -> 8
(45, 60, 18) -> 8
(45, 60, 19) -> 8
(45, 60, 20) -> 8
(45, 60, 21) -> 8
(45, 60, 22) -> 8
(45, 60, 23) -> 8
(45, 65, 0) -> 8
(45, 65, 1) -> 8
(45, 65, 2) -> 8
(45, 65, 3) -> 8
(45, 65, 4) -> 8
(45, 65, 5) -> 8
(45, 65, 6) -> 8
(45, 65, 7) -> 8
(45, 65, 8) -> 8
(45, 65, 9) -> 8
(45, 65, 10) -> 8
(45, 65, 11) -> 8
(45, 65, 12) -> 8
(45, 65, 13) -> 8
(45, 65, 14) -> 8
(45, 65, 15) -> 8
(45, 65, 16) -> 8
(45, 65, 17) -> 8
(45, 65, 18) -> 8
(45, 65, 19) -> 8
(45, 65, 20) -> 8
(45, 65, 21) -> 8
(45, 65, 22) -> 8
(45, 65, 23) -> 8
(45, 70, 0) -> 9
(45, 70, 1) -> 9
(45, 70, 2) -> 9
(45, 70, 3) -> 9
(45, 70, 4) -> 9
(45, 70, 5) -> 9
(45, 70, 6) -> 9
(45, 70, 7) -> 9
(45, 70, 8) -> 9
(45, 70, 9) -> 9
(45, 70, 10) -> 9
(45, 70, 11) -> 9
(45, 70, 12) -> 9
(45, 70, 13) -> 9
(45, 70, 14) -> 9
(45, 70, 15) -> 9
(45, 70, 16) -> 9
(45, 70, 17) -> 9
(45, 70, 18) -> 9
(45, 70, 19) -> 9
(45, 70, 20) -> 9
(45, 70, 21) -> 9
(45, 70, 22) -> 9
(45, 70, 23) -> 9
(45, 75, 0) -> 10
(45, 75, 1) -> 10
(45, 75, 2) -> 10
(45, 75, 3) -> 10
(45, 75, 4) -> 10
(45, 75, 5) -> 10
(45, 75, 6) -> 10
(45, 75, 7) -> 10
(45, 75, 8) -> 10
(45, 75, 9) -> 10
(45, 75, 10) -> 10
(45, 75, 11) -> 10
(45, 75, 12) -> 10
(45, 75, 13) -> 10
(45, 75, 14) -> 10
(45, 75, 15) -> 10
(45, 75, 16) -> 10
(45, 75, 17) -> 10
(45, 75, 18) -> 10
(45, 75, 19) -> 10
(45, 75, 20) -> 10
(45, 75, 21) -> 10
(45, 75, 22) -> 10
(45, 75, 23) -> 10
(45, 80, 0) -> 10
(45, 80, 1) -> 10
(45, 80, 2) -> 10
(45, 80, 3) -> 10
(45, 80, 4) -> 10
(45, 80, 5) -> 10
(45, 80, 6) -> 10
(45, 80, 7) -> 10
(45, 80, 8) -> 10
(45, 80, 9) -> 10
(45, 80, 10) -> 10
(45, 80, 11) -> 10
(45, 80, 12) -> 10
(45, 80, 13) -> 10
(45, 80, 14) -> 10
(45, 80, 15) -> 10
(45, 80, 16) -> 10
(45, 80, 17) -> 10
(45, 80, 18) -> 10
(45, 80, 19) -> 10
(45, 80, 20) -> 10
(45, 80, 21) -> 10
(45, 80, 22) -> 10
(45, 80, 23) -> 10
(45, 85, 0) -> 11
(45, 85, 1) -> 11
(45, 85, 2) -> 11
(45, 85, 3) -> 11
(45, 85, 4) -> 11
(45, 85, 5) -> 11
(45, 85, 6) -> 11
(45, 85, 7) -> 11
(45, 85, 8) -> 11
(45, 85, 9) -> 11
(45, 85, 10) -> 11
(45, 85, 11) -> 11
(45, 85, 12) -> 11
(45, 85, 13) -> 11
(45, 85, 14) -> 11
(45, 85, 15) -> 11
(45, 85, 16) -> 11
(45, 85, 17) -> 11
(45, 85, 18) -> 11
(45, 85, 19) -> 11
(45, 85, 20) -> 11
(45, 85, 21) -> 11
(45, 85, 22) -> 11
(45, 85, 23) -> 11
(45, 90, 0) -> 12
(45, 90, 1) -> 12
(45, 90, 2) -> 12
(45, 90, 3) -> 12
(45, 90, 4) -> 12
(45, 90, 5) -> 12
(45, 90, 6) -> 12
(45, 90, 7) -> 12
(45, 90, 8) -> 12
(45, 90, 9) -> 12
(45, 90, 10) -> 12
(45, 90, 11) -> 12
(45, 90, 12) -> 12
(45, 90, 13) -> 12
(45, 90, 14) -> 12
(45, 90, 15) -> 12
(45, 90, 16) -> 12
(45, 90, 17) -> 12
(45, 90, 18) -> 12
(45, 90, 19) -> 12
(45, 90, 20) -> 12
(45, 90, 21) -> 12
(45, 90, 22) -> 12
(45, 90, 23) -> 12
(45, 95, 0) -> 12
(45, 95, 1) -> 12
(45, 95, 2) -> 12
(45, 95, 3) -> 12
(45, 95, 4) -> 12
(45, 95, 5) -> 12
(45, 95, 6) -> 12
(45, 95, 7) -> 12
(45, 95, 8) -> 12
(45, 95, 9) -> 12
(45, 95, 10) -> 12
(45, 95, 11) -> 12
(45, 95, 12) -> 12
(45, 95, 13) -> 12
(45, 95, 14) -> 12
(45, 95, 15) -> 12
(45, 95, 16) -> 12
(45, 95, 17) -> 12
(45, 95, 18) -> 12
(45, 95, 19) -> 12
(45, 95, 20) -> 12
(45, 95, 21) -> 12
(45, 95, 22) -> 12
(45, 95, 23) -> 12
(45, 100, 0) -> 12
(45, 100, 1) -> 12
(45, 100, 2) -> 12
(45, 100, 3) -> 12
(45, 100, 4) -> 12
(45, 100, 5) -> 12
(45, 100, 6) -> 12
(45, 100, 7) -> 12
(45, 100, 8) -> 12
(45, 100, 9) -> 12
(45, 100, 10) -> 12
(45, 100, 11) -> 12
(45, 100, 12) -> 12
(45, 100, 13) -> 12
(45, 100, 14) -> 12
(45, 100, 15) -> 12
(45, 100, 16) -> 12
(45, 100, 17) -> 12
(45, 100, 18) -> 12
(45, 100, 19) -> 12
(45, 100, 20) -> 12
(45, 100, 21) -> 12
(45, 100, 22) -> 12
(45, 100, 23) -> 12
